NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0.24,0.33,0.01,0.19,0.77
0.66,0.02,0.03,0.06,0.77
0.64,0.02,0,0.1,0.77
0.72,0.04,0,0.01,0.77
0.43,0.29,0,0.05,0.77
0.18,0.49,0,0.1,0.77
0.34,0.35,0,0.08,0.77
0.55,0.14,0.03,0.06,0.77
0.53,0.18,0,0.06,0.77
0.72,0.04,0,0.01,0.77
0.11,0.43,0,0.23,0.77
0.41,0.3,0,0.07,0.77
0.53,0.22,0,0.02,0.77
0,0,0.77,0,0.77
0.55,0.2,0,0.01,0.77
0.42,0.21,0.08,0.07,0.77
0.38,0.29,0,0.1,0.77
0.38,0.29,0,0.1,0.77
0.45,0.17,0.14,0.01,0.77
0.38,0.29,0,0.1,0.77
0.1,0.08,0.56,0.03,0.77
0.21,0.14,0.38,0.04,0.77
0.37,0.19,0.11,0.1,0.77
0.71,0,0,0.06,0.77
0.21,0.32,0.17,0.07,0.76
0.37,0.04,0,0.36,0.76
0.37,0.29,0,0.1,0.76
0.18,0.12,0.42,0.05,0.76
0.28,0.3,0.12,0.07,0.76
0.32,0.35,0,0.08,0.76
0.15,0.5,0,0.11,0.76
0.61,0.09,0,0.06,0.76
0.36,0.38,0,0.03,0.76
0.64,0.02,0,0.1,0.76
0.4,0.23,0.03,0.1,0.76
0.37,0.29,0,0.1,0.76
0.17,0.11,0.43,0.05,0.76
0,0,0.71,0.05,0.76
0.23,0.31,0.03,0.19,0.76
0.57,0.04,0.11,0.06,0.76
0.32,0.28,0.1,0.06,0.76
0.38,0.23,0,0.15,0.76
0.37,0.32,0,0.07,0.76
0.59,0.16,0,0.01,0.76
0,0,0.76,0,0.76
0,0,0.76,0,0.76
0.09,0.03,0.62,0.02,0.76
0.44,0.25,0,0.07,0.76
0.37,0.29,0,0.1,0.76
0.11,0.29,0,0.36,0.76
0.3,0.37,0.03,0.07,0.76
0.61,0.12,0,0.03,0.76
0.54,0.2,0,0.01,0.76
0.45,0.23,0,0.07,0.76
0.41,0.27,0,0.07,0.76
0.31,0.24,0.13,0.08,0.76
0.33,0.32,0,0.1,0.76
0.33,0.31,0,0.12,0.76
0.52,0.18,0,0.06,0.76
0.37,0.29,0,0.1,0.76
0.57,0.02,0.07,0.09,0.76
0.38,0.23,0.08,0.06,0.76
0.36,0.31,0.01,0.08,0.76
0.16,0.29,0.26,0.04,0.76
0,0,0.76,0,0.76
0.28,0.39,0,0.08,0.75
0.21,0,0,0.54,0.75
0,0.48,0.25,0.03,0.75
0.69,0,0,0.06,0.75
0.3,0.21,0.2,0.05,0.75
0.03,0.66,0.02,0.04,0.75
0.34,0.25,0.05,0.12,0.75
0.18,0.37,0.06,0.14,0.75
0.41,0.26,0.01,0.07,0.75
0.28,0.38,0,0.08,0.75
0.28,0.39,0,0.08,0.75
0.26,0.19,0.27,0.04,0.75
0.47,0.19,0,0.1,0.75
0.41,0.2,0,0.14,0.75
0.41,0.28,0,0.06,0.75
0.35,0.23,0.07,0.09,0.75
0.37,0.29,0,0.1,0.75
0.63,0.11,0,0.01,0.75
0.3,0.24,0.13,0.08,0.75
0.28,0.19,0.23,0.05,0.75
0.29,0.32,0.01,0.13,0.75
0.66,0.04,0,0.05,0.75
0.09,0.45,0.11,0.1,0.75
0.48,0.24,0,0.03,0.75
0.69,0,0,0.06,0.75
0,0.67,0,0.08,0.75
0.21,0.46,0,0.08,0.75
0.22,0.17,0.3,0.06,0.75
0.62,0.02,0,0.1,0.75
0.46,0.2,0.01,0.07,0.75
0.33,0.23,0.08,0.11,0.75
0.28,0.29,0,0.17,0.75
0.38,0.03,0.3,0.04,0.75
0,0,0.74,0,0.74
0.36,0.28,0,0.1,0.74
0.38,0.25,0,0.11,0.74
0.41,0.23,0,0.11,0.74
0.36,0.28,0,0.1,0.74
0.66,0.02,0,0.06,0.74
0,0.03,0.72,0,0.74
0.42,0.16,0.15,0.01,0.74
0.41,0.21,0.01,0.1,0.74
0.67,0.01,0,0.06,0.74
0.16,0.37,0.01,0.21,0.74
0.48,0.18,0.01,0.07,0.74
0.29,0.37,0,0.08,0.74
0.14,0.48,0,0.12,0.74
0.29,0.27,0.06,0.11,0.74
0.36,0.28,0,0.1,0.74
0.61,0.1,0,0.03,0.74
0.14,0.29,0.22,0.09,0.74
0.42,0.19,0,0.13,0.74
0.53,0.2,0,0.01,0.74
0.36,0.28,0,0.09,0.74
0.17,0.13,0.37,0.06,0.74
0.33,0.27,0.02,0.12,0.74
0.41,0.27,0,0.07,0.74
0.41,0.28,0,0.05,0.74
0.3,0.15,0.22,0.07,0.74
0.31,0.31,0,0.12,0.74
0.59,0.12,0,0.03,0.74
0.16,0.06,0.5,0.02,0.74
0.33,0.28,0,0.12,0.74
0.16,0.45,0,0.13,0.74
0.32,0.17,0.19,0.05,0.74
0.67,0,0,0.07,0.74
0.31,0.35,0.02,0.06,0.74
0.68,0,0,0.05,0.74
0.45,0.12,0.03,0.13,0.74
0.31,0.11,0.3,0.02,0.74
0.05,0.55,0.03,0.1,0.73
0.49,0.15,0,0.09,0.73
0.33,0.34,0,0.06,0.73
0.2,0.21,0.24,0.08,0.73
0.41,0.25,0,0.07,0.73
0.17,0.41,0,0.15,0.73
0.14,0.09,0.46,0.05,0.73
0.43,0.24,0,0.06,0.73
0,0,0.73,0,0.73
0.55,0.13,0,0.05,0.73
0.22,0.37,0,0.14,0.73
0.4,0.15,0.17,0.01,0.73
0.58,0.08,0.02,0.05,0.73
0.31,0.3,0.01,0.11,0.73
0,0,0.73,0,0.73
0.55,0.17,0,0.01,0.73
0.49,0.17,0,0.06,0.73
0.16,0.02,0.53,0.01,0.73
0.41,0.28,0,0.05,0.73
0.36,0.29,0.02,0.06,0.73
0,0,0.73,0,0.73
0.54,0.16,0,0.03,0.73
0.3,0.11,0.24,0.07,0.73
0.68,0.04,0,0.01,0.73
0.29,0.32,0.01,0.12,0.73
0.61,0.07,0,0.05,0.73
0.67,0,0,0.06,0.73
0,0,0.73,0,0.73
0.54,0.16,0,0.03,0.73
0.26,0.35,0,0.12,0.73
0.47,0.02,0.17,0.08,0.73
0.38,0.29,0,0.06,0.73
0.52,0.19,0,0.01,0.73
0.24,0.37,0,0.12,0.73
0.27,0.24,0.14,0.08,0.73
0.36,0.28,0,0.09,0.73
0.56,0.15,0,0.02,0.72
0.43,0.01,0.25,0.04,0.72
0.52,0.19,0,0.01,0.72
0.6,0.02,0,0.1,0.72
0.23,0.42,0,0.08,0.72
0.34,0.31,0,0.08,0.72
0.47,0.13,0.02,0.1,0.72
0,0,0.67,0.05,0.72
0.35,0.3,0,0.07,0.72
0,0,0.72,0,0.72
0.4,0.27,0,0.05,0.72
0.12,0.53,0,0.07,0.72
0.59,0.02,0.01,0.1,0.72
0.28,0.15,0.22,0.07,0.72
0.53,0.17,0,0.03,0.72
0.36,0.29,0,0.07,0.72
0.6,0.02,0,0.1,0.72
0.66,0,0,0.06,0.72
0.4,0.27,0,0.05,0.72
0.67,0,0,0.06,0.72
0,0,0.7,0.02,0.72
0.34,0.07,0.27,0.04,0.72
0.58,0,0,0.14,0.72
0.4,0.27,0,0.05,0.72
0.36,0,0.32,0.03,0.72
0.35,0.28,0,0.09,0.72
0.67,0.04,0,0.01,0.72
0.62,0.04,0,0.06,0.72
0.66,0,0,0.06,0.72
0.46,0.19,0.01,0.07,0.72
0.24,0.37,0,0.12,0.72
0.68,0,0,0.04,0.72
0.51,0.19,0,0.01,0.72
0.21,0.46,0,0.05,0.72
0.11,0.5,0.01,0.09,0.72
0.05,0.04,0.61,0.01,0.72
0.66,0,0,0.06,0.72
0.52,0.14,0,0.06,0.72
0.22,0.36,0.02,0.12,0.72
0.32,0.32,0,0.07,0.72
0.4,0.27,0,0.05,0.72
0.19,0.53,0,0,0.72
0.23,0.4,0.01,0.08,0.72
0.45,0.24,0,0.03,0.71
0.67,0.02,0,0.03,0.71
0.62,0.03,0,0.06,0.71
0.66,0.01,0,0.05,0.71
0.27,0.36,0,0.08,0.71
0.23,0.3,0,0.18,0.71
0.35,0.27,0,0.09,0.71
0,0.69,0,0.02,0.71
0.23,0.15,0.29,0.05,0.71
0.62,0.04,0,0.06,0.71
0.35,0.27,0,0.09,0.71
0.55,0.14,0,0.02,0.71
0.4,0.27,0,0.05,0.71
0.49,0.2,0,0.02,0.71
0.35,0.27,0,0.09,0.71
0.49,0.13,0.07,0.02,0.71
0.55,0.14,0,0.02,0.71
0.51,0.19,0,0.01,0.71
0.35,0.27,0,0.09,0.71
0.6,0.04,0,0.07,0.71
0.39,0.09,0.17,0.06,0.71
0.51,0.18,0,0.01,0.71
0.57,0.13,0,0.01,0.71
0,0,0.71,0,0.71
0.65,0,0,0.06,0.71
0.2,0.05,0.44,0.02,0.71
0.5,0.14,0,0.07,0.71
0.15,0.1,0.41,0.05,0.71
0.24,0.27,0.09,0.1,0.71
0.18,0.07,0.41,0.04,0.71
0.39,0.27,0,0.05,0.71
0.39,0.27,0,0.05,0.71
0.65,0,0,0.05,0.71
0.53,0.15,0,0.03,0.71
0.38,0.26,0,0.06,0.7
0.18,0.01,0.5,0.02,0.7
0.41,0.22,0,0.07,0.7
0.54,0.14,0,0.02,0.7
0.35,0.21,0,0.14,0.7
0,0,0.7,0,0.7
0.65,0,0,0.05,0.7
0.39,0.27,0,0.05,0.7
0.38,0.26,0,0.06,0.7
0.52,0.16,0,0.02,0.7
0.23,0.14,0.3,0.04,0.7
0.34,0.27,0,0.09,0.7
0.3,0.14,0.2,0.06,0.7
0.54,0.14,0,0.02,0.7
0.5,0.19,0,0.01,0.7
0.34,0.27,0,0.09,0.7
0.39,0.27,0,0.05,0.7
0.48,0.19,0,0.03,0.7
0.34,0.18,0.12,0.06,0.7
0.13,0.49,0,0.08,0.7
0.04,0.03,0.58,0.05,0.7
0.23,0.41,0,0.05,0.7
0.16,0.43,0.01,0.11,0.7
0.55,0.1,0,0.05,0.7
0.5,0.19,0,0.01,0.7
0.34,0.27,0,0.09,0.7
0.39,0.26,0,0.05,0.7
0.22,0.31,0,0.17,0.7
0.34,0.27,0,0.09,0.7
0.38,0.25,0,0.07,0.7
0.52,0,0.12,0.05,0.7
0.16,0.13,0.36,0.04,0.7
0.64,0,0,0.05,0.7
0.34,0.27,0,0.09,0.7
0.42,0.22,0,0.06,0.7
0.25,0.37,0,0.07,0.7
0.37,0.14,0.17,0.01,0.7
0,0,0.7,0,0.7
0.5,0.18,0,0.01,0.7
0.18,0.36,0.02,0.13,0.7
0.65,0.04,0,0.01,0.69
0.25,0.33,0,0.11,0.69
0.39,0.26,0,0.05,0.69
0.26,0,0.26,0.17,0.69
0.41,0.22,0,0.06,0.69
0.24,0.19,0.22,0.04,0.69
0.54,0.13,0,0.02,0.69
0.58,0.02,0,0.09,0.69
0.28,0.3,0,0.12,0.69
0.27,0.31,0,0.11,0.69
0.18,0.44,0,0.07,0.69
0.28,0.31,0.05,0.05,0.69
0.38,0.25,0,0.06,0.69
0.64,0,0,0.05,0.69
0.5,0.18,0,0.01,0.69
0,0,0.69,0,0.69
0,0,0.69,0,0.69
0.53,0.14,0,0.02,0.69
0.38,0.26,0,0.05,0.69
0.3,0.33,0,0.06,0.69
0.39,0.23,0,0.06,0.69
0.46,0.17,0,0.07,0.69
0.31,0.3,0,0.07,0.69
0.53,0.14,0,0.02,0.69
0.19,0.36,0.01,0.12,0.69
0.42,0.21,0,0.06,0.69
0.53,0.14,0,0.02,0.69
0.28,0.32,0,0.09,0.69
0.39,0.24,0,0.06,0.69
0.17,0.39,0,0.13,0.69
0.54,0.09,0,0.06,0.68
0.34,0.26,0,0.09,0.68
0.49,0.18,0,0.01,0.68
0.34,0.25,0,0.1,0.68
0.3,0.31,0,0.07,0.68
0.38,0.26,0,0.04,0.68
0.42,0.2,0,0.06,0.68
0.62,0.04,0,0.02,0.68
0.28,0.17,0.18,0.04,0.68
0.55,0.08,0,0.06,0.68
0.25,0.2,0.18,0.06,0.68
0.63,0.02,0,0.03,0.68
0.38,0.26,0,0.04,0.68
0.52,0.08,0.01,0.08,0.68
0.53,0.14,0,0.02,0.68
0.24,0.34,0,0.11,0.68
0.57,0.02,0,0.09,0.68
0.21,0.11,0.28,0.08,0.68
0.54,0.11,0,0.03,0.68
0.25,0.17,0.22,0.04,0.68
0.15,0.1,0.38,0.04,0.68
0.32,0.25,0,0.11,0.68
0.29,0.38,0,0.01,0.68
0.51,0.15,0,0.02,0.68
0.28,0.22,0.11,0.07,0.68
0.23,0.18,0.2,0.06,0.68
0.34,0.28,0,0.06,0.68
0.63,0,0,0.05,0.68
0.14,0.36,0,0.18,0.68
0.33,0.26,0,0.09,0.68
0.33,0,0.33,0.02,0.67
0.49,0.16,0,0.02,0.67
0.44,0.16,0,0.07,0.67
0.26,0.29,0.02,0.11,0.67
0.37,0.25,0,0.04,0.67
0,0.59,0,0.08,0.67
0.37,0.25,0,0.04,0.67
0.46,0.18,0,0.03,0.67
0.14,0.39,0,0.15,0.67
0,0,0.67,0,0.67
0.37,0.25,0,0.04,0.67
0.35,0.25,0,0.06,0.67
0.22,0.17,0.23,0.06,0.67
0.48,0.17,0,0.02,0.67
0,0,0.67,0,0.67
0.06,0.48,0,0.14,0.67
0.24,0.31,0.01,0.11,0.67
0.35,0.21,0.01,0.1,0.67
0.19,0.13,0.31,0.04,0.67
0.35,0.27,0,0.06,0.67
0.54,0.03,0.04,0.05,0.67
0,0.66,0,0.01,0.67
0.2,0.35,0,0.12,0.67
0.33,0.25,0,0.09,0.67
0.16,0.36,0,0.14,0.67
0.33,0.23,0,0.1,0.67
0.63,0.03,0,0.01,0.67
0.31,0,0.34,0.02,0.67
0.38,0.22,0,0.06,0.67
0.48,0.18,0,0.01,0.67
0.46,0.16,0,0.05,0.67
0.01,0.64,0,0.02,0.67
0,0,0.66,0,0.66
0.37,0.25,0,0.04,0.66
0.49,0.15,0,0.02,0.66
0.22,0.01,0.42,0.02,0.66
0.59,0.03,0,0.05,0.66
0.35,0.22,0,0.1,0.66
0.33,0.2,0,0.14,0.66
0.26,0.3,0,0.11,0.66
0.09,0.45,0.03,0.1,0.66
0.55,0.02,0,0.09,0.66
0.2,0.33,0,0.13,0.66
0.58,0.04,0,0.05,0.66
0.32,0.25,0,0.08,0.66
0.26,0.01,0.13,0.26,0.66
0.01,0.54,0,0.11,0.66
0.37,0.25,0,0.04,0.66
0.37,0.25,0,0.04,0.66
0.32,0.25,0,0.08,0.66
0.36,0.24,0,0.06,0.66
0.48,0.16,0,0.02,0.66
0.55,0.02,0,0.09,0.66
0.51,0.1,0,0.06,0.66
0,0,0.66,0,0.66
0.52,0.13,0,0.02,0.66
0.42,0.17,0.01,0.05,0.66
0.18,0.43,0,0.05,0.66
0.51,0.1,0,0.06,0.66
0.12,0.52,0,0.02,0.66
0,0,0.66,0,0.66
0.18,0.4,0,0.08,0.66
0,0,0.64,0.02,0.66
0.47,0.18,0,0.01,0.66
0.32,0.25,0,0.08,0.66
0.37,0.25,0,0.04,0.66
0.51,0.1,0,0.05,0.66
0.02,0.53,0,0.12,0.66
0.22,0.3,0.04,0.1,0.66
0.5,0.08,0,0.08,0.66
0.25,0.33,0.03,0.05,0.66
0.43,0.2,0,0.03,0.66
0.29,0.3,0,0.07,0.66
0.62,0.04,0,0.01,0.66
0.22,0.27,0,0.16,0.66
0.27,0.2,0.11,0.08,0.66
0.33,0.22,0.01,0.1,0.66
0.47,0.17,0,0.01,0.66
0.17,0.13,0.3,0.05,0.66
0.03,0,0.62,0,0.66
0.06,0.03,0.55,0.01,0.66
0.22,0.32,0.01,0.11,0.66
0.47,0.17,0,0.01,0.66
0,0.19,0.42,0.05,0.66
0.12,0.08,0.41,0.04,0.66
0.49,0.14,0,0.02,0.66
0.34,0.25,0,0.07,0.66
0,0,0.66,0,0.66
0.36,0.25,0,0.04,0.66
0.38,0.22,0,0.06,0.65
0.24,0,0,0.41,0.65
0.15,0.1,0.32,0.08,0.65
0.36,0.24,0,0.06,0.65
0.39,0.21,0,0.06,0.65
0.3,0.25,0,0.1,0.65
0.31,0.23,0.01,0.1,0.65
0.18,0.14,0.29,0.05,0.65
0.48,0.12,0,0.05,0.65
0,0.57,0,0.09,0.65
0.41,0.11,0.12,0.02,0.65
0.32,0.25,0,0.08,0.65
0.33,0.25,0,0.07,0.65
0.25,0.09,0.3,0.01,0.65
0.32,0.25,0,0.08,0.65
0.47,0.17,0,0.01,0.65
0.34,0.22,0,0.1,0.65
0.02,0.01,0.58,0.04,0.65
0.42,0.13,0,0.1,0.65
0.23,0.26,0,0.16,0.65
0.35,0.23,0,0.07,0.65
0.47,0.17,0,0.01,0.65
0.28,0.02,0.33,0.03,0.65
0.36,0.25,0,0.04,0.65
0.3,0.13,0.18,0.04,0.65
0.19,0.15,0.26,0.05,0.65
0,0.5,0,0.15,0.65
0.6,0.04,0,0.01,0.65
0.32,0.25,0,0.08,0.65
0.54,0.02,0,0.09,0.65
0.27,0.24,0,0.14,0.65
0,0.05,0,0.6,0.65
0.36,0.24,0,0.04,0.65
0.35,0.18,0,0.12,0.65
0.37,0.22,0,0.06,0.65
0.39,0.2,0,0.06,0.65
0.29,0.28,0.01,0.07,0.65
0,0,0.65,0,0.65
0.29,0.22,0,0.14,0.65
0.03,0.58,0,0.04,0.65
0.39,0.19,0.01,0.05,0.65
0,0,0.65,0,0.65
0.24,0.29,0.01,0.1,0.65
0.32,0.16,0.01,0.15,0.64
0.13,0.07,0,0.44,0.64
0.46,0.17,0,0.01,0.64
0.22,0.38,0,0.05,0.64
0.27,0.31,0,0.07,0.64
0.32,0.25,0,0.08,0.64
0.32,0.25,0,0.08,0.64
0.33,0.23,0.03,0.05,0.64
0.47,0.15,0,0.02,0.64
0.22,0.13,0.22,0.07,0.64
0.44,0.14,0,0.06,0.64
0.54,0.02,0,0.09,0.64
0.38,0.2,0,0.06,0.64
0.59,0,0,0.05,0.64
0.2,0.13,0.22,0.09,0.64
0.43,0.19,0,0.02,0.64
0.31,0.24,0,0.08,0.64
0.57,0.04,0,0.03,0.64
0.48,0.15,0,0.01,0.64
0.44,0.1,0.04,0.05,0.64
0.4,0.22,0,0.02,0.64
0.46,0.17,0,0.01,0.64
0.23,0.35,0,0.06,0.64
0,0.6,0,0.03,0.64
0.28,0.12,0.19,0.04,0.64
0.29,0.33,0,0.01,0.64
0.15,0.12,0.34,0.04,0.64
0.17,0.04,0.4,0.02,0.64
0.25,0.31,0,0.07,0.64
0.56,0.04,0,0.05,0.64
0.22,0.32,0,0.1,0.64
0.3,0.27,0,0.07,0.64
0.46,0.17,0,0.01,0.64
0.46,0.17,0,0.01,0.64
0.25,0.34,0,0.05,0.64
0.49,0.09,0.01,0.05,0.64
0.31,0.24,0,0.08,0.64
0.6,0.03,0,0.01,0.64
0.59,0.04,0,0.01,0.64
0.33,0.21,0,0.09,0.64
0.23,0.14,0.2,0.07,0.64
0.37,0.2,0,0.06,0.64
0.31,0.24,0,0.08,0.64
0.31,0.17,0.07,0.08,0.64
0.53,0.02,0,0.09,0.63
0.35,0.24,0,0.04,0.63
0.2,0.33,0.01,0.1,0.63
0.08,0.12,0,0.44,0.63
0.55,0.03,0,0.05,0.63
0.48,0.1,0,0.04,0.63
0,0,0.63,0,0.63
0.53,0.06,0,0.04,0.63
0.23,0.33,0,0.08,0.63
0.41,0.19,0,0.03,0.63
0.56,0.02,0.01,0.05,0.63
0.35,0.24,0,0.04,0.63
0.2,0.4,0,0.04,0.63
0,0,0.63,0,0.63
0.37,0.2,0,0.06,0.63
0.15,0.44,0,0.04,0.63
0,0,0.63,0,0.63
0.53,0.02,0,0.09,0.63
0.45,0.17,0,0.01,0.63
0.49,0.13,0,0.01,0.63
0.32,0.05,0.25,0.01,0.63
0.46,0.09,0,0.09,0.63
0.23,0.09,0.27,0.04,0.63
0,0,0.63,0,0.63
0.22,0.34,0,0.07,0.63
0.25,0.27,0,0.11,0.63
0.46,0.11,0,0.05,0.63
0.4,0.23,0,0,0.63
0.12,0.09,0.38,0.03,0.63
0.35,0.17,0,0.11,0.63
0.58,0.04,0,0.01,0.63
0.07,0.42,0,0.14,0.63
0.22,0.2,0.16,0.05,0.63
0.31,0.24,0,0.08,0.63
0.38,0.2,0,0.05,0.63
0,0,0.59,0.04,0.63
0.38,0.19,0,0.06,0.63
0.11,0.03,0.15,0.34,0.63
0.18,0.06,0.34,0.05,0.63
0.25,0.24,0,0.14,0.63
0.35,0.24,0,0.04,0.63
0.17,0.39,0,0.07,0.63
0.35,0.24,0,0.04,0.63
0.36,0.16,0,0.11,0.63
0.48,0.13,0,0.02,0.63
0.34,0.23,0,0.06,0.63
0.58,0,0,0.05,0.63
0.3,0.22,0.01,0.1,0.63
0.43,0.14,0,0.06,0.63
0.36,0.21,0,0.05,0.62
0.3,0,0.32,0,0.62
0,0,0.62,0,0.62
0.38,0.22,0,0.03,0.62
0.4,0.2,0,0.03,0.62
0.35,0.24,0,0.04,0.62
0.16,0.13,0.29,0.04,0.62
0.35,0.24,0,0.04,0.62
0.58,0,0,0.04,0.62
0.48,0.13,0,0.02,0.62
0.31,0.23,0.03,0.05,0.62
0.58,0.03,0,0.01,0.62
0.47,0.13,0,0.02,0.62
0.16,0.34,0.01,0.12,0.62
0.3,0.24,0,0.08,0.62
0.33,0.2,0,0.09,0.62
0.29,0.27,0,0.06,0.62
0.19,0.26,0.11,0.06,0.62
0.41,0.16,0,0.05,0.62
0.27,0.25,0,0.1,0.62
0.38,0.1,0.12,0.02,0.62
0.37,0.22,0,0.03,0.62
0.4,0.2,0,0.02,0.62
0.28,0.24,0,0.1,0.62
0.34,0.23,0,0.04,0.62
0.3,0.24,0,0.08,0.62
0.58,0.03,0,0.01,0.62
0.35,0.2,0.01,0.06,0.62
0.21,0.14,0.23,0.04,0.62
0.3,0.24,0,0.08,0.62
0.28,0.29,0,0.05,0.62
0.35,0.21,0,0.06,0.62
0,0,0.62,0,0.62
0.48,0.12,0,0.02,0.62
0,0,0.62,0,0.62
0,0,0.62,0,0.62
0.3,0.26,0,0.06,0.62
0,0.04,0.57,0.01,0.62
0.59,0.03,0,0,0.62
0.48,0.09,0,0.04,0.62
0,0,0.62,0,0.62
0,0,0.62,0,0.62
0.59,0.02,0,0,0.62
0,0,0.58,0.04,0.62
0.4,0.16,0,0.05,0.62
0.3,0.25,0,0.06,0.62
0.29,0.26,0,0.07,0.62
0.07,0.41,0,0.13,0.62
0,0.57,0.04,0,0.61
0.2,0.34,0,0.07,0.61
0.17,0.18,0.2,0.07,0.61
0.15,0.36,0.01,0.09,0.61
0.3,0.03,0.25,0.03,0.61
0.56,0,0,0.05,0.61
0.56,0,0,0.04,0.61
0,0.04,0,0.57,0.61
0.46,0.13,0,0.02,0.61
0.02,0.02,0.57,0.01,0.61
0.22,0.27,0.01,0.11,0.61
0.5,0.07,0,0.05,0.61
0.56,0.01,0,0.05,0.61
0.37,0.19,0,0.06,0.61
0.44,0.16,0,0.01,0.61
0.29,0.02,0.27,0.03,0.61
0.21,0.29,0.01,0.1,0.61
0.42,0.05,0,0.14,0.61
0.3,0.23,0,0.08,0.61
0.44,0.16,0,0.01,0.61
0.3,0.22,0,0.09,0.61
0.43,0.12,0,0.05,0.61
0.18,0.27,0,0.15,0.61
0.44,0.16,0,0.01,0.61
0.3,0.23,0,0.08,0.61
0.25,0.22,0,0.14,0.61
0.21,0.21,0.11,0.08,0.61
0,0,0.61,0,0.61
0.14,0.34,0,0.14,0.61
0.34,0.23,0,0.04,0.61
0.37,0.21,0,0.03,0.61
0.34,0.23,0,0.04,0.61
0.46,0.1,0,0.05,0.61
0.26,0.21,0.05,0.1,0.61
0.56,0,0,0.05,0.61
0.22,0.22,0.08,0.09,0.61
0.09,0.44,0,0.07,0.61
0.56,0,0,0.05,0.61
0.27,0.1,0.22,0.01,0.61
0.27,0.18,0.09,0.07,0.61
0.44,0.16,0,0.01,0.61
0.35,0.21,0,0.05,0.61
0.56,0,0,0.05,0.61
0.44,0.16,0,0.01,0.61
0.34,0.23,0,0.04,0.61
0.44,0.16,0,0.01,0.61
0.47,0.12,0,0.02,0.61
0.43,0.16,0,0.01,0.61
0.58,0.02,0,0,0.61
0.43,0.16,0,0.01,0.61
0.25,0.29,0,0.07,0.61
0.5,0.02,0,0.08,0.61
0.47,0.08,0.01,0.04,0.61
0.57,0,0,0.03,0.61
0.43,0.16,0,0.01,0.6
0.21,0.23,0.08,0.09,0.6
0.43,0.16,0,0.01,0.6
0.4,0.15,0,0.05,0.6
0.5,0.02,0,0.08,0.6
0.4,0.1,0.09,0.02,0.6
0.2,0.29,0,0.11,0.6
0.3,0.23,0,0.08,0.6
0.09,0.06,0.42,0.03,0.6
0.42,0.16,0,0.02,0.6
0,0,0.6,0,0.6
0.26,0.19,0.07,0.09,0.6
0.42,0.13,0,0.06,0.6
0.3,0.23,0.02,0.05,0.6
0.5,0.02,0,0.08,0.6
0.12,0.1,0.34,0.05,0.6
0.21,0.14,0.21,0.04,0.6
0.33,0.22,0,0.05,0.6
0.13,0.18,0,0.29,0.6
0.3,0.24,0,0.06,0.6
0.31,0.23,0,0.06,0.6
0.29,0.23,0,0.08,0.6
0.5,0.02,0,0.08,0.6
0,0,0.6,0,0.6
0.29,0.23,0,0.08,0.6
0.09,0.26,0.23,0.02,0.6
0.37,0.08,0.14,0.01,0.6
0.29,0.23,0,0.08,0.6
0.32,0.23,0,0.06,0.6
0.28,0.25,0,0.06,0.6
0.26,0.28,0,0.07,0.6
0.51,0.04,0,0.05,0.6
0,0,0.56,0.04,0.6
0,0,0.56,0.04,0.6
0.32,0.12,0.11,0.04,0.6
0.37,0.16,0.01,0.06,0.6
0.27,0.27,0,0.05,0.6
0.33,0.23,0,0.04,0.6
0.31,0.23,0,0.06,0.6
0.43,0.09,0.04,0.05,0.6
0.11,0.13,0.33,0.02,0.6
0.13,0.38,0,0.09,0.6
0,0,0.6,0,0.6
0.17,0.34,0,0.09,0.6
0.31,0.23,0,0.05,0.6
0.23,0.17,0.14,0.05,0.6
0.56,0,0,0.04,0.6
0.22,0.24,0,0.14,0.6
0.31,0.19,0,0.1,0.6
0.19,0.31,0,0.09,0.6
0.29,0.23,0,0.08,0.6
0,0,0.6,0,0.6
0.49,0.03,0.03,0.05,0.6
0.27,0.18,0.05,0.09,0.6
0.33,0.02,0.21,0.03,0.6
0.33,0.21,0,0.05,0.59
0.29,0.23,0,0.08,0.59
0.34,0.2,0,0.06,0.59
0,0,0.59,0,0.59
0.08,0.35,0.05,0.12,0.59
0,0,0.56,0.04,0.59
0.34,0.2,0,0.06,0.59
0.38,0.14,0,0.07,0.59
0.33,0.22,0,0.04,0.59
0.33,0.22,0,0.04,0.59
0.46,0.12,0,0.02,0.59
0,0.53,0,0.06,0.59
0.33,0.22,0,0.04,0.59
0,0,0.55,0.04,0.59
0.29,0.23,0,0.08,0.59
0.4,0.12,0,0.07,0.59
0,0,0.59,0,0.59
0.55,0.03,0,0.01,0.59
0.21,0.17,0.16,0.06,0.59
0.44,0.13,0,0.02,0.59
0.46,0.12,0,0.02,0.59
0.55,0.03,0,0.01,0.59
0.15,0.38,0,0.07,0.59
0.25,0,0.31,0.02,0.59
0.32,0.22,0,0.05,0.59
0.47,0.11,0,0.01,0.59
0.47,0.11,0,0.01,0.59
0.15,0.34,0,0.1,0.59
0.54,0,0,0.04,0.59
0.36,0.08,0.14,0.02,0.59
0,0,0.59,0,0.59
0.13,0.22,0.01,0.23,0.59
0.38,0.17,0,0.05,0.59
0.25,0.27,0,0.06,0.59
0.33,0.22,0,0.04,0.59
0.17,0.27,0.05,0.1,0.59
0.54,0,0.01,0.03,0.59
0.31,0.22,0,0.06,0.59
0.29,0.22,0,0.08,0.59
0.14,0.12,0.27,0.05,0.59
